;Building Code;Address;# Schools;Major N;Oth N;NoCrim N;Prop N;Vio N;RangeA;AvgOfMajor N;AvgOfOth N;AvgOfNoCrim N;AvgOfProp N;AvgOfVio N;lon;lat;valid_coordinates;in_brooklyn
297;K396;110 CHESTER STREET;1.0;0.0;1.0;1.0;0.6666666666666666;0.3333333333333333;500.0;0.2966666666666667;1.0233333333333332;1.38;0.7200000000000001;0.47333333333333333;-73.9113762;40.6679669;True;True
298;K397;490 FENIMORE STREET;1.0;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.6666666666666666;0.0;500.0;0.2966666666666667;1.0233333333333332;1.38;0.7200000000000001;0.47333333333333333;-73.9462613125;40.658868687500004;True;True
299;K398;60 EAST  94 STREET;2.0;0.0;0.6666666666666666;1.0;0.3333333333333333;0.3333333333333333;750.0;0.3066666666666667;1.1833333333333336;1.7733333333333334;0.79;0.5433333333333333;-73.92780739999999;40.66390699999999;True;True
300;K399;2707 ALBEMARLE ROAD;1.0;0.0;0.0;0.6666666666666666;0.0;0.0;666.6666666666666;0.30333333333333334;1.1133333333333335;1.75;0.75;0.5133333333333333;-73.9519444;40.6483333;True;True
301;K400;2630 BENSON AVENUE;5.0;1.3333333333333333;7.333333333333333;7.666666666666667;6.666666666666667;1.0;2000.0;0.8866666666666667;4.093333333333333;7.543333333333334;2.763333333333333;1.7433333333333334;-73.98621246953113;40.59353805;True;True
302;K405;2839 BEDFORD AVENUE;1.0;2.0;7.333333333333333;4.666666666666667;6.0;2.6666666666666665;4000.0;1.61;8.246666666666668;14.633333333333333;5.0;3.0666666666666664;-73.9525804;40.6328096;True;True
303;K410;2800 OCEAN PARKWAY;2.0;3.3333333333333335;8.333333333333334;26.666666666666668;3.3333333333333335;7.0;2833.3333333333335;2.65;10.496666666666666;27.823333333333334;5.506666666666667;5.413333333333334;-73.9683394685555;40.582368;True;True
304;K415;5800 TILDEN AVENUE;3.6666666666666665;4.333333333333333;12.333333333333334;8.0;10.666666666666666;5.666666666666667;1416.6666666666667;0.6966666666666668;2.8800000000000003;4.8;1.7533333333333332;1.4100000000000001;-73.9215436;40.6477763;True;True
305;K420;999 JAMAICA AVENUE;5.0;2.3333333333333335;6.333333333333333;23.666666666666668;2.6666666666666665;5.333333333333333;1583.3333333333333;0.7800000000000001;3.3966666666666665;5.783333333333334;2.066666666666667;1.6533333333333333;-73.86907525829018;40.6930081;True;True
306;K422;1065 ELTON STREET;2.0;0.6666666666666666;3.6666666666666665;2.6666666666666665;2.3333333333333335;1.6666666666666667;916.6666666666666;0.38999999999999996;1.5599999999999998;2.3033333333333332;0.9933333333333333;0.7199999999999999;-73.87518348979592;40.65820304081633;True;True
307;K425;3787 BEDFORD AVENUE;1.0;2.3333333333333335;13.0;23.0;5.0;7.333333333333333;4000.0;1.61;8.246666666666668;14.633333333333333;5.0;3.0666666666666664;-73.94772792631059;40.610233300000004;True;True
308;K430;29 FT GREENE PLACE;1.0;1.3333333333333333;5.333333333333333;7.666666666666667;2.6666666666666665;1.0;4000.0;1.5766666666666669;8.29;9.799999999999999;6.243333333333332;2.1999999999999997;-73.97640887345645;40.6887573;True;True
309;K435;400 PENNSYLVANIA AVENUE;5.0;2.3333333333333335;7.0;27.333333333333332;4.0;4.333333333333333;1666.6666666666667;0.7566666666666667;3.313333333333333;5.953333333333333;1.9366666666666665;1.6633333333333333;-73.89513673973363;40.6669096;True;True
310;K440;883 CLASSON AVENUE;4.0;0.6666666666666666;9.666666666666666;18.333333333333332;3.6666666666666665;5.333333333333333;1583.3333333333333;0.7800000000000001;3.3966666666666665;5.783333333333334;2.066666666666667;1.6533333333333333;-73.96033977366244;40.66994585;True;True
311;K445;1601 80 STREET;2.0;1.0;6.333333333333333;14.333333333333334;3.3333333333333335;2.6666666666666665;4000.0;1.61;8.246666666666668;14.633333333333333;5.0;3.0666666666666664;-74.0023923;40.6131868;True;True
312;K450;850 GRAND STREET;3.0;4.0;14.666666666666666;55.333333333333336;12.0;4.666666666666667;2833.3333333333335;2.65;10.496666666666666;27.823333333333334;5.506666666666667;5.413333333333334;-73.9391759;40.7118943;True;True
313;K455;1700 FULTON STREET;3.6666666666666665;4.0;4.666666666666667;23.0;5.333333333333333;2.0;1250.0;0.5733333333333333;2.3866666666666663;3.8733333333333335;1.4799999999999998;1.0366666666666666;-73.93166373603927;40.67889925;True;True
314;K458;832 MARCY AVENUE;3.3333333333333335;0.6666666666666666;2.0;3.6666666666666665;1.6666666666666667;0.6666666666666666;833.3333333333334;0.42;1.7299999999999998;2.746666666666666;1.0833333333333333;0.84;-73.9475228;40.6846677;True;True
315;K460;237 7 AVENUE;4.333333333333333;1.6666666666666667;9.666666666666666;13.666666666666666;6.333333333333333;4.0;1666.6666666666667;0.7399999999999999;2.7933333333333334;5.153333333333333;1.75;1.3399999999999999;-73.972367;40.67705;True;True
316;K465;911 FLATBUSH AVENUE;6.0;3.0;8.666666666666666;13.666666666666666;5.0;6.0;2500.0;2.013333333333333;7.596666666666667;15.726666666666668;4.776666666666666;3.7733333333333334;-73.9582574;40.6495043;True;True
317;K470;600 KINGSTON AVENUE;4.333333333333333;1.6666666666666667;8.0;12.666666666666666;6.0;3.6666666666666665;1583.3333333333333;0.7633333333333333;2.876666666666667;4.983333333333333;1.88;1.3299999999999998;-73.94361849010039;40.6583284;True;True
318;K480;400 IRVING AVENUE;4.0;1.3333333333333333;9.333333333333334;29.666666666666668;5.333333333333333;3.3333333333333335;1416.6666666666667;0.7733333333333333;2.866666666666667;4.753333333333334;1.913333333333333;1.3266666666666664;-73.9113818;40.6970899;True;True
319;K485;350 67 STREET;1.0;0.0;2.6666666666666665;4.0;1.6666666666666667;0.3333333333333333;1500.0;0.7966666666666667;3.1666666666666665;5.463333333333334;2.023333333333333;1.49;-73.9996623;40.6379042;True;True
320;K486;1171 65 STREET;1.0;0.0;0.0;0.3333333333333333;0.0;0.0;1083.3333333333333;0.45999999999999996;1.8699999999999999;2.853333333333333;1.1433333333333333;0.8566666666666666;-73.9996623;40.6379042;True;True
321;K490;8301 SHORE ROAD;1.0;1.6666666666666667;8.333333333333334;9.666666666666666;7.0;2.3333333333333335;4000.0;1.5766666666666669;8.29;9.799999999999999;6.243333333333332;2.1999999999999997;-74.0397375;40.627236;True;True
322;K495;3000 AVENUE X;5.0;3.0;10.0;20.666666666666668;8.0;3.6666666666666665;1333.3333333333333;0.6533333333333333;2.643333333333333;4.696666666666666;1.6866666666666665;1.1933333333333334;-73.93667411834863;40.59351635;True;True
323;K500;1600 ROCKAWAY PARKWAY;3.0;1.3333333333333333;4.0;12.666666666666666;1.6666666666666667;2.6666666666666665;1250.0;0.5366666666666666;2.236666666666667;3.6300000000000003;1.3466666666666667;1.0333333333333332;-73.8981466;40.6411019;True;True
324;K505;5800 20 AVENUE;2.0;0.0;5.333333333333333;9.0;3.0;1.3333333333333333;4000.0;1.61;8.246666666666668;14.633333333333333;5.0;3.0666666666666664;-73.985026;40.61741;True;True
325;K515;6565 FLATLANDS AVENUE;6.0;2.6666666666666665;7.0;19.666666666666668;5.333333333333333;3.0;1750.0;0.7566666666666667;3.8066666666666666;6.609999999999999;2.25;1.8466666666666667;-73.9175544;40.6336432;True;True
326;K520;112 SCHERMERHORN STREET;1.0;1.0;1.0;5.666666666666667;1.3333333333333333;0.6666666666666666;250.0;0.3433333333333333;0.8333333333333334;1.3699999999999999;0.7133333333333333;0.3666666666666667;-73.9893526;40.6900156;True;True
327;K525;1600 AVENUE L;1.0;2.3333333333333335;8.333333333333334;10.0;7.666666666666667;1.6666666666666667;4000.0;1.8433333333333335;8.89;12.576666666666666;6.3999999999999995;2.5566666666666666;-73.95896885766066;40.6197588;True;True
328;K535;1830 SHORE BOULEVARD;1.0;0.0;0.0;0.0;0.0;0.0;1250.0;0.5366666666666666;2.236666666666667;3.6300000000000003;1.3466666666666667;1.0333333333333332;-73.93516032364317;40.580364349999996;True;True
329;K540;50 AVENUE X;1.3333333333333333;1.3333333333333333;9.333333333333334;9.333333333333334;4.0;6.333333333333333;2333.3333333333335;1.4866666666666666;6.776666666666666;13.996666666666668;4.116666666666667;3.2366666666666664;-73.98116657499443;40.587629;True;True
330;K554;321 PALMETTO STREET;1.0;0.0;0.0;0.6666666666666666;0.0;0.0;500.0;0.2966666666666667;1.0233333333333332;1.38;0.7200000000000001;0.47333333333333333;-73.91320853124999;40.697455562500004;True;True
331;K564;153 35TH STREET;1.0;1.3333333333333333;3.6666666666666665;4.333333333333333;1.3333333333333333;3.6666666666666665;1500.0;0.7966666666666667;3.1666666666666665;5.463333333333334;2.023333333333333;1.49;-74.0045642;40.6554547;True;True
332;K580;105 JOHNSON STREET;5.0;3.0;9.0;13.0;6.0;4.0;1500.0;0.86;3.26;5.55;2.17;1.29;-73.9856024936999;40.69544665;True;True
333;K580;105 TECH PLACE;3.0;0.5;5.5;12.5;1.0;4.5;1375.0;0.73;2.67;4.355;1.7850000000000001;1.345;-73.9856024936999;40.69544665;True;True
334;K590;1186 CARROLL STREET;1.0;1.0;3.0;1.6666666666666667;3.3333333333333335;0.3333333333333333;1333.3333333333333;0.6733333333333333;2.58;4.090000000000001;1.6433333333333333;1.2466666666666668;-73.95118485801015;40.66693295;True;True
335;K600;901 CLASSON AVENUE;1.0;3.0;8.666666666666666;15.333333333333334;3.0;8.333333333333334;1583.3333333333333;0.7800000000000001;3.3966666666666665;5.783333333333334;2.066666666666667;1.6533333333333333;-73.96172952562546;40.6690504;True;True
336;K610;50 BEDFORD AVENUE;3.0;1.0;2.3333333333333335;7.666666666666667;2.3333333333333335;0.3333333333333333;833.3333333333334;0.4166666666666667;1.42;2.31;0.9866666666666667;0.6466666666666666;-73.95340052330442;40.7222456;True;True
337;K615;1 WELLS STREET;1.0;1.0;6.666666666666667;10.333333333333334;2.6666666666666665;4.333333333333333;1250.0;0.5366666666666666;2.236666666666667;3.6300000000000003;1.3466666666666667;1.0333333333333332;-73.8752297;40.6785352;True;True
338;K620;25 BRIGHTON  4TH ROAD;1.3333333333333333;3.3333333333333335;2.6666666666666665;12.0;3.0;2.6666666666666665;750.0;0.3066666666666667;1.1833333333333336;1.7733333333333334;0.79;0.5433333333333333;-73.96348874041547;40.5833954;True;True
339;K625;150 ALBANY AVENUE;2.3333333333333335;0.3333333333333333;4.333333333333333;14.0;2.6666666666666665;1.6666666666666667;916.6666666666666;0.38999999999999996;1.5599999999999998;2.3033333333333332;0.9933333333333333;0.7199999999999999;-73.93930621189718;40.675933650000005;True;True
340;K650;257 NORTH  6 STREET;3.0;1.3333333333333333;6.666666666666667;25.666666666666668;5.0;3.0;1916.6666666666667;0.8866666666666667;3.6;6.886666666666667;2.4499999999999997;1.5599999999999998;-73.99869956624826;40.573797049999996;True;True
341;K655;345 DEAN STREET;2.0;1.0;7.333333333333333;7.333333333333333;5.666666666666667;1.0;1500.0;0.7966666666666667;3.1666666666666665;5.463333333333334;2.023333333333333;1.49;-73.9802603;40.6837209;True;True
342;K660;145 PENNSYLVANIA AVENUE;1.0;1.0;3.0;7.333333333333333;0.3333333333333333;2.6666666666666665;583.3333333333334;0.31;1.0266666666666666;1.5266666666666666;0.7166666666666667;0.48333333333333334;-73.89602734953094;40.6737205;True;True
343;K721;8310 21ST AVENUE;1.0;0.0;1.6666666666666667;2.6666666666666665;0.3333333333333333;0.6666666666666666;1000.0;0.4533333333333333;1.6900000000000002;2.5466666666666664;1.1033333333333333;0.7733333333333333;-73.9953948;40.6050263;True;True
344;K722;64 AVENUE X;1.0;0.0;0.3333333333333333;0.0;0.3333333333333333;0.0;666.6666666666666;0.3133333333333333;1.0966666666666667;1.55;0.7566666666666667;0.5133333333333333;-73.98129535602811;40.58906175;True;True
345;K728;2865 WEST 19TH STREET;1.0;0.6666666666666666;1.0;4.333333333333333;1.3333333333333333;0.0;250.0;0.3433333333333333;0.8333333333333334;1.3699999999999999;0.7133333333333333;0.3666666666666667;-73.98563629884323;40.57715905;True;True
346;K735;249 EAST 17TH STREET;1.0;0.0;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.0;500.0;0.2966666666666667;1.0233333333333332;1.38;0.7200000000000001;0.47333333333333333;-73.9630246;40.6448767;True;True
347;K763;211 8TH STREET;1.0;0.0;0.0;0.0;0.0;0.0;250.0;0.3433333333333333;0.8333333333333334;1.3699999999999999;0.7133333333333333;0.3666666666666667;-73.98776237084077;40.67102405;True;True
348;K778;250 HOOPER STREET;1.0;0.6666666666666666;1.3333333333333333;1.0;2.0;0.0;250.0;0.3433333333333333;0.8333333333333334;1.3699999999999999;0.7133333333333333;0.3666666666666667;-73.95554066941271;40.7056467;True;True
349;K781;1053 41ST STREET;1.0;0.0;1.0;0.6666666666666666;1.0;0.0;250.0;0.3433333333333333;0.8333333333333334;1.3699999999999999;0.7133333333333333;0.3666666666666667;-73.99255826267108;40.64282825;True;True
350;K798;696 JAMAICA AVENUE;1.0;0.0;0.0;0.0;0.0;0.0;750.0;0.3066666666666667;1.1833333333333336;1.7733333333333334;0.79;0.5433333333333333;-73.87837563158729;40.686891450000005;True;True
351;K804;347 BALTIC STREET;1.0;1.0;3.0;8.333333333333334;0.3333333333333333;3.6666666666666665;750.0;0.3066666666666667;1.1833333333333336;1.7733333333333334;0.79;0.5433333333333333;-73.9910292;40.6846795;True;True
352;K805;49 FLATBUSH AVENUE EXTENSION;3.0;1.6666666666666667;5.666666666666667;12.666666666666666;3.0;2.6666666666666665;1416.6666666666667;0.7733333333333333;2.866666666666667;4.753333333333334;1.913333333333333;1.3266666666666664;-73.9848651;40.6974003;True;True
353;K806;362 SCHERMERHORN STREET;1.3333333333333333;0.6666666666666666;1.3333333333333333;2.3333333333333335;1.3333333333333333;0.3333333333333333;250.0;0.3433333333333333;0.8333333333333334;1.3699999999999999;0.7133333333333333;0.3666666666666667;-73.9796992;40.6864422;True;True
354;K807;109 BAY 14TH STREET;1.0;0.0;0.0;2.0;0.0;0.0;750.0;0.29500000000000004;1.1150000000000002;1.78;0.77;0.52;-74.00761786124374;40.6066057;True;True
355;K814;265 WARWICK STREET;1.0;0.0;0.0;0.6666666666666666;0.0;0.0;500.0;0.2966666666666667;1.0233333333333332;1.38;0.7200000000000001;0.47333333333333333;-73.88669291516872;40.6777282;True;True
356;K819;2057 LINDEN BOULEVARD;1.0;0.0;0.0;1.3333333333333333;0.0;0.0;500.0;0.2966666666666667;1.0233333333333332;1.38;0.7200000000000001;0.47333333333333333;-73.88675570069428;40.6612937;True;True
357;K824;402 EASTERN PARKWAY;1.6666666666666667;0.6666666666666666;1.3333333333333333;2.0;1.3333333333333333;0.3333333333333333;250.0;0.3433333333333333;0.8333333333333334;1.3699999999999999;0.7133333333333333;0.3666666666666667;-73.95515980867384;40.66951885;True;True
358;K825;173 CONOVER STREET;1.0;0.0;1.0;0.6666666666666666;0.6666666666666666;0.3333333333333333;250.0;0.3433333333333333;0.8333333333333334;1.3699999999999999;0.7133333333333333;0.3666666666666667;-74.01420467275423;40.6777929;True;True
359;K834;512 CARROLL STREET;2.0;0.0;1.0;0.3333333333333333;1.0;0.0;583.3333333333334;0.29333333333333333;1.05;1.7633333333333334;0.71;0.4733333333333334;-73.98560571410988;40.67642825;True;True
360;K843;530 STANLEY AVENUE;1.0;0.0;0.0;0.0;0.0;0.0;500.0;0.2966666666666667;1.0233333333333332;1.38;0.7200000000000001;0.47333333333333333;-73.8888393;40.6570252;True;True
361;K845;330 18 STREET;2.0;0.0;0.3333333333333333;0.6666666666666666;0.3333333333333333;0.0;1250.0;0.5366666666666666;2.236666666666667;3.6300000000000003;1.3466666666666667;1.0333333333333332;-73.9996623;40.6379042;True;True
362;K849;4001 18 AVENUE;1.0;0.0;0.0;0.0;0.0;0.0;750.0;0.3066666666666667;1.1833333333333336;1.7733333333333334;0.79;0.5433333333333333;-73.990414;40.620671;True;True
363;K852;1800 UTICA AVENUE;1.0;0.0;0.0;0.0;0.0;0.0;250.0;0.34333333333333327;0.8333333333333334;1.3699999999999999;0.7133333333333334;0.3666666666666667;-73.92825617904788;40.628422650000005;True;True
364;K857;2045 LINDEN BOULEVARD;1.0;0.0;1.0;1.0;0.5;0.5;500.0;0.31;0.98;1.38;0.6799999999999999;0.47;-73.88723945056148;40.6604378;True;True
365;K857;905 WINTHROP STREET;1.0;1.0;0.0;0.0;1.0;0.0;500.0;0.27;1.11;1.38;0.8;0.48;-73.9289335;40.6588889;True;True
366;K860;9517 KINGS HIGHWAY;1.3333333333333333;0.6666666666666666;1.0;3.0;1.3333333333333333;0.3333333333333333;250.0;0.3433333333333333;0.8333333333333334;1.3699999999999999;0.7133333333333333;0.3666666666666667;-73.92061002773849;40.659789599999996;True;True
367;K864;3109 NEWKIRK AVENUE;1.0;0.0;0.0;0.3333333333333333;0.0;0.0;750.0;0.3066666666666667;1.1833333333333336;1.7733333333333334;0.79;0.5433333333333333;-73.94691474896437;40.640373600000004;True;True
368;K865;797 BUSHWICK AVENUE;1.0;0.3333333333333333;1.3333333333333333;2.3333333333333335;0.3333333333333333;0.6666666666666666;500.0;0.2966666666666667;1.0233333333333332;1.38;0.7200000000000001;0.47333333333333333;-73.92764577297487;40.6954245;True;True
369;K872;1461 GENEVA LOOP;1.0;0.0;0.5;2.5;0.0;0.5;500.0;0.27;1.0050000000000001;1.525;0.7150000000000001;0.45999999999999996;-73.87895506187193;40.64627575;True;True
370;K874;227 STERLING PLACE;1.0;0.0;0.0;1.0;0.0;0.0;250.0;0.3433333333333333;0.8333333333333334;1.3699999999999999;0.7133333333333333;0.3666666666666667;-73.96978589332721;40.6762789;True;True
371;K894;1495 HERKIMER STREET;1.3333333333333333;2.6666666666666665;4.0;9.0;4.333333333333333;1.6666666666666667;250.0;0.3433333333333333;0.8333333333333334;1.3699999999999999;0.7133333333333333;0.3666666666666667;-73.90398804781721;40.67751765;True;True
372;K902;62 PARK PLACE;2.0;0.3333333333333333;0.6666666666666666;1.0;0.0;0.6666666666666666;500.0;0.2966666666666667;1.0233333333333332;1.38;0.7200000000000001;0.47333333333333333;-73.9765909;40.6789125;True;True
373;K907;1150 EAST NEW YORK AVENUE;1.0;0.3333333333333333;3.3333333333333335;6.0;2.3333333333333335;1.3333333333333333;250.0;0.3433333333333333;0.8333333333333334;1.3699999999999999;0.7133333333333333;0.3666666666666667;-73.9238889;40.6661111;True;True
374;K909;561 GRAND AVENUE;1.0;1.6666666666666667;3.0;6.0;2.6666666666666665;1.3333333333333333;666.6666666666666;0.30333333333333334;1.1133333333333335;1.75;0.75;0.5133333333333333;-73.96201007692308;40.67846746153846;True;True
375;K913;1155 DEKALB AVENUE;1.0;0.3333333333333333;2.0;4.0;1.0;1.3333333333333333;750.0;0.3066666666666667;1.1833333333333336;1.7733333333333334;0.79;0.5433333333333333;-73.92930333980486;40.69470855;True;True
376;K914;71-77 CLINTON AVENUE;1.0;0.3333333333333333;3.6666666666666665;5.0;2.0;1.0;1000.0;0.4533333333333333;1.6900000000000002;2.5466666666666664;1.1033333333333333;0.7733333333333333;-73.9691581;40.695423999999996;True;True
377;K917;350 CONEY ISLAND AVENUE;1.0;0.0;0.6666666666666666;0.3333333333333333;0.3333333333333333;0.0;750.0;0.3066666666666667;1.1833333333333336;1.7733333333333334;0.79;0.5433333333333333;-73.97199601932508;40.6491768;True;True
378;K932;560 BROOK AVENUE;1.0;1.0;2.0;0.5;0.0;3.0;500.0;0.27;1.0050000000000001;1.525;0.7150000000000001;0.45999999999999996;-73.965174;40.588856;True;True
379;K932;631 Belmont Ave.;1.0;4.0;1.0;1.0;0.0;5.0;500.0;0.35;1.06;1.09;0.73;0.5;-73.88610271428571;40.672109285714285;True;True
380;K971;6214 4TH AVENUE;1.0;0.0;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.0;500.0;0.2966666666666667;1.0233333333333332;1.38;0.7200000000000001;0.47333333333333333;-74.0203034892963;40.63949425;True;True
381;K987;1396 BROADWAY;1.0;0.3333333333333333;5.0;9.0;3.0;1.3333333333333333;750.0;0.3066666666666667;1.1833333333333336;1.7733333333333334;0.79;0.5433333333333333;-73.9208716;40.6885596;True;True
382;K994;1119 BEDFORD AVENUE;1.0;0.0;1.0;1.0;1.0;0.0;500.0;0.2966666666666667;1.0233333333333332;1.38;0.7200000000000001;0.47333333333333333;-73.95401870628382;40.68552125;True;True
383;KAGI;153 35th St.;1.0;0.0;0.0;0.0;0.0;0.0;1000.0;0.38;1.71;2.38;0.98;0.82;-74.0045642;40.6554547;True;True
384;KAQX;856 QUINCY STREET;1.0;0.0;0.0;0.0;0.0;0.0;750.0;0.28;1.11;1.74;0.75;0.53;-73.92512729101203;40.6897108;True;True
385;KBNU;500 19TH STREET;1.0;0.0;0.0;0.0;0.0;0.0;500.0;0.27;0.9;1.67;0.63;0.44;-73.98256476685823;40.656257;True;True
386;KBXX;475 EAST   57 STREET;1.0;0.0;0.0;0.0;0.0;0.0;500.0;0.27;0.9;1.67;0.63;0.44;-73.92229619999999;40.6437953;True;True
387;KBZT;2186 MILL AVENUE;1.0;0.0;0.0;0.0;0.0;0.0;750.0;0.28;1.11;1.74;0.75;0.53;-73.91429356415853;40.612209199999995;True;True
388;L001;525 CONVENT ROAD;1.0;0.0;0.0;0.0;0.0;0.0;666.6666666666666;0.3133333333333333;1.0966666666666667;1.55;0.7566666666666667;0.5133333333333333;-71.9181283;41.7514877;True;False
389;M001;8 HENRY STREET;1.0;0.3333333333333333;0.6666666666666666;0.0;1.0;0.0;500.0;0.2966666666666667;1.0233333333333332;1.38;0.7200000000000001;0.47333333333333333;-73.991656;40.70050838461538;True;True
390;M002;122 HENRY STREET;1.0;0.0;0.6666666666666666;0.6666666666666666;0.6666666666666666;0.0;916.6666666666666;0.42;1.49;2.3333333333333335;1.0266666666666666;0.6766666666666667;-73.99336775;40.696975916666666;True;True
391;M003;490 HUDSON STREET;1.0;0.0;2.0;0.3333333333333333;1.3333333333333333;0.3333333333333333;1000.0;0.4533333333333333;1.6900000000000002;2.5466666666666664;1.1033333333333333;0.7733333333333333;-81.2110323;34.7057052;True;False
392;M004;500 WEST 160 STREET;1.0;0.0;0.3333333333333333;1.0;0.3333333333333333;0.0;750.0;0.3066666666666667;1.1833333333333336;1.7733333333333334;0.79;0.5433333333333333;-73.97865299932116;40.7017848;True;True
393;M005;3703 TENTH AVENUE;1.0;0.3333333333333333;0.0;0.3333333333333333;0.3333333333333333;0.0;750.0;0.3066666666666667;1.1833333333333336;1.7733333333333334;0.79;0.5433333333333333;-73.9922969;40.6452071;True;True
394;M006;45 EAST  81 STREET;1.0;0.0;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.0;833.3333333333334;0.37000000000000005;1.3133333333333335;2.016666666666667;0.9;0.5966666666666667;-73.9126734;40.636164;True;True
395;M007;160 EAST 120 STREET;2.0;0.6666666666666666;2.0;4.0;1.3333333333333333;1.3333333333333333;750.0;0.3066666666666667;1.1833333333333336;1.7733333333333334;0.79;0.5433333333333333;-73.9393346;40.8007729;True;False
396;M008;465 WEST 167 STREET;1.0;0.0;0.3333333333333333;0.6666666666666666;0.0;0.3333333333333333;750.0;0.3066666666666667;1.1833333333333336;1.7733333333333334;0.79;0.5433333333333333;151.196108;-33.5211875;True;False
397;M009;100 WEST  84 STREET;2.0;0.0;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.0;1000.0;0.4533333333333333;1.6900000000000002;2.5466666666666664;1.1033333333333333;0.7733333333333333;-73.973866;40.7850907;True;False
398;M010;2581 7TH AVENUE;1.0;1.0;7.0;8.333333333333334;4.0;3.3333333333333335;1500.0;0.7966666666666667;3.1666666666666665;5.463333333333334;2.023333333333333;1.49;-74.015424;40.632513;True;True
399;M011;320 WEST  21 STREET;1.0;0.0;0.3333333333333333;0.0;0.3333333333333333;0.0;1000.0;0.4533333333333333;1.6900000000000002;2.5466666666666664;1.1033333333333333;0.7733333333333333;-74.0006788;40.744296;True;False
400;M013;1573 MADISON AVENUE;5.0;0.0;2.0;2.3333333333333335;1.0;0.6666666666666666;1000.0;0.4266666666666667;1.67;2.64;1.0666666666666667;0.7600000000000001;-73.94386846938775;40.61316955102041;True;True
401;M015;333 EAST  4 STREET;1.0;0.6666666666666666;0.6666666666666666;0.6666666666666666;1.0;0.3333333333333333;250.0;0.3433333333333333;0.8333333333333334;1.3699999999999999;0.7133333333333333;0.3666666666666667;-74.00033404976074;40.5805768;True;True
402;M017;328 WEST  48 STREET;2.0;0.3333333333333333;1.3333333333333333;2.6666666666666665;1.6666666666666667;0.0;1000.0;0.4533333333333333;1.6900000000000002;2.5466666666666664;1.1033333333333333;0.7733333333333333;-73.9886092;40.761226;True;False
403;M019;185 1 AVENUE;2.0;0.6666666666666666;3.3333333333333335;2.0;1.6666666666666667;1.6666666666666667;500.0;0.2966666666666667;1.0233333333333332;1.38;0.7200000000000001;0.47333333333333333;-73.9402889;40.5916778;True;True
404;M020;166 ESSEX STREET;1.0;0.6666666666666666;2.0;3.0;1.3333333333333333;1.3333333333333333;750.0;0.3066666666666667;1.1833333333333336;1.7733333333333334;0.79;0.5433333333333333;-73.88289499999999;40.6801067;True;True
405;M022;111 COLUMBIA STREET;1.0;0.0;2.6666666666666665;3.0;2.0;0.6666666666666666;1833.3333333333333;0.8433333333333333;3.473333333333333;6.446666666666666;2.2133333333333334;1.6333333333333335;-74.00100560105973;40.6879797;True;True
406;M025;145 STANTON STREET;3.0;1.3333333333333333;7.666666666666667;11.0;3.6666666666666665;4.0;1250.0;0.5366666666666666;2.236666666666667;3.6300000000000003;1.3466666666666667;1.0333333333333332;-73.9365;40.584832;True;True
407;M028;475 WEST 155 STREET;1.0;1.0;1.0;0.0;2.0;0.0;916.6666666666666;0.42;1.49;2.3333333333333335;1.0266666666666666;0.6766666666666667;-73.96819152014527;40.6835151;True;True
408;M030;144-176 EAST 128 STREET;3.0;0.3333333333333333;1.0;2.0;1.0;0.3333333333333333;1250.0;0.5066666666666667;1.8366666666666667;3.1966666666666668;1.2066666666666668;0.8533333333333334;-73.9354597;40.8056551;True;False
409;M033;281 9 AVENUE;1.0;0.6666666666666666;0.3333333333333333;0.6666666666666666;1.0;0.0;750.0;0.3066666666666667;1.1833333333333336;1.7733333333333334;0.79;0.5433333333333333;-73.9943519;40.6463249;True;True
410;M034;730 EAST  12 STREET;1.0;0.0;1.3333333333333333;1.3333333333333333;0.3333333333333333;1.0;500.0;0.2966666666666667;1.0233333333333332;1.38;0.7200000000000001;0.47333333333333333;-73.9648694;40.6285589;True;True
411;M036;123 MORNINGSIDE DRIVE;1.0;0.0;0.6666666666666666;4.0;0.6666666666666666;0.0;666.6666666666666;0.30333333333333334;1.1133333333333335;1.75;0.75;0.5133333333333333;-81.689946;41.429943;True;False
412;M040;319 EAST 19 STREET;2.0;0.3333333333333333;1.6666666666666667;0.6666666666666666;2.0;0.0;1083.3333333333333;0.5166666666666666;1.8266666666666669;2.966666666666667;1.24;0.85;-73.9996623;40.6379042;True;True
413;M041;116 WEST  11 STREET;1.0;0.3333333333333333;0.0;0.3333333333333333;0.0;0.3333333333333333;916.6666666666666;0.42;1.49;2.3333333333333335;1.0266666666666666;0.6766666666666667;-73.99916576702879;40.57777695;True;True
414;M042;71 HESTER STREET;1.0;0.0;0.3333333333333333;0.0;0.3333333333333333;0.0;916.6666666666666;0.42;1.49;2.3333333333333335;1.0266666666666666;0.6766666666666667;-73.9909457;40.7161122;True;False
415;M043;509 WEST 129 STREET;4.333333333333333;1.3333333333333333;7.666666666666667;17.666666666666668;3.0;3.3333333333333335;1000.0;0.4533333333333333;1.6900000000000002;2.5466666666666664;1.1033333333333333;0.7733333333333333;-73.9556642;40.815709;True;False
